,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73
Sample_11,,,,,,,,,,,,0.9972280663377515,0.9988314311703888,,,,0.9790431487836192,0.9775166146077349,0.9871066097268484,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907445342958969,0.9298951441313544,0.9368481275813554,0.9332112229852554,,,,,,,,,,,,,,,,,,,,,,,,
Sample_12,,,,,,,,,,,0.9972280663377515,,0.9984648100914126,,,,0.9816410418000252,0.9786971649945768,0.9850706783589013,,,,,,,,,,,,,,,,,,,0.9031610030485075,,,,,,0.9067928796934492,0.9050227510705051,0.9183822927221039,0.940211371295452,0.9461963415939912,0.9435618589934738,,,,,,,,,,,,,,,,,,,,,,,,
Sample_13,,,,,,,,,,,0.9988314311703888,0.9984648100914126,,,,,0.9756375296686817,0.9729756109565495,0.9844186158197247,,,,,,,,,,,,,,,,,,,0.9058888740525055,,,,,,0.9036259632314919,0.9021389870438998,0.9139866195490547,0.9321108713295755,0.93810556329562,0.9351947017323832,,,,,,,,,,,,,,,,,,,,,,,,
Sample_14,0.9953200436569404,0.9947436961983747,0.9945422364157641,0.9851218401129922,0.9872751765958645,0.9797421807263981,0.9814310689729276,0.9826591283155978,0.9857419229273255,0.9858456132298082,,,,,0.9990369747852315,0.9997497897611846,,,,,,,,,,0.9668218799305672,0.9637285388552567,0.9708621496648009,0.9763617785100605,,0.978460250436308,0.9750480545233927,0.9718523679678787,0.9732065794408302,0.9821480091115186,0.9819417538216378,0.981999208608662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_15,0.9972995744438891,0.997122266997393,0.9968910768562339,0.9895113425920223,0.9874959224688196,0.9866791197825809,0.9857952119086117,0.9877637649777969,0.990838268569866,0.9911618690849999,,,,0.9990369747852315,,0.9988674351874216,,,,,,,,,,0.975919352871873,0.9725082910753123,0.9792349925833235,0.9830478299177354,,0.9855952714803529,0.9823142581207228,0.9786193026537134,0.9794920753273806,0.9878660665559779,0.9876192743971035,0.987813563649585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_16,0.9945196701810176,0.994056299203909,0.9938882272282815,0.9842397245954686,0.9875579079722486,0.9785858572955919,0.9822403555410401,0.9831306737809024,0.9860877712194805,0.9859848613549095,,,,0.9997497897611846,0.9988674351874216,,,,,,,,,,,0.9678118619688701,0.9652994880390321,0.9715512708209609,0.9760489199813684,,0.9780485398078373,0.9763425610329619,0.9739564676581878,0.9751457045317232,0.9824492663717025,0.9823926226347182,0.9823672049337251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_17,,,,,,,,,,,0.9790431487836192,0.9816410418000252,0.9756375296686817,,,,,0.9993746206546567,0.991981271565074,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9048915424112816,0.947967470671691,0.9548508745258101,0.9520297968365019,,,,,,,,,,,,,,,,,,,,,,,,
Sample_18,,,,,,,,,,,0.9775166146077349,0.9786971649945768,0.9729756109565495,,,,0.9993746206546567,,0.9915867174555277,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900203624387121,0.9450641706982604,0.9523761300508525,0.9491795280131397,,,,,,,,,,,,,,,,,,,,,,,,
Sample_19,,,,,,,,,,,0.9871066097268484,0.9850706783589013,0.9844186158197247,,,,0.991981271565074,0.9915867174555277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9032360527179629,0.9262981681688215,0.9352281164260046,0.930769122453339,,,,,,,,,,,,,,,,,,,,,,,,
Sample_20,,,,,,,,,,,,,,,,,,,,,0.9973316717910903,0.9978314354105915,0.9542056342812925,0.9620993121260362,0.9605935402685276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_21,,,,,,,,,,,,,,,,,,,,0.9973316717910903,,0.9996369354830582,0.9547695553599671,0.9610107047106816,0.9630123406734235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_22,,,,,,,,,,,,,,,,,,,,0.9978314354105915,0.9996369354830582,,0.9559210302957126,0.9620603000197461,0.9636507765520046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_23,,,,,,,,,,,,,,,,,,,,0.9542056342812925,0.9547695553599671,0.9559210302957126,,0.9980047011808099,0.9974664092573043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_24,,,,,,,,,,,,,,,,,,,,0.9620993121260362,0.9610107047106816,0.9620603000197461,0.9980047011808099,,0.9978516913927036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_25,,,,,,,,,,,,,,,,,,,,0.9605935402685276,0.9630123406734235,0.9636507765520046,0.9974664092573043,0.9978516913927036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_26,0.9799486899316846,0.9816280268618683,0.981577563573742,0.9851249080712863,0.9676219200132614,0.9885720798136156,0.9873599374018527,0.9906022370347246,0.9911414830555022,0.9916307849275239,,,,0.9668218799305672,0.975919352871873,0.9678118619688701,,,,,,,,,,,0.9990853958132628,0.999559838078204,0.9899995818587736,,0.9943043482736686,0.9957012545925311,0.9926900138868741,0.9921820343734253,0.9910813337979941,0.991397453546365,0.9914682680811494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_27,0.9758855109105218,0.9776536675356217,0.977685936119909,0.9808024764065336,0.9658012245848724,0.9823157022074883,0.9867599054264276,0.9890595330820702,0.9885268833029414,0.9886597716326071,,,,0.9637285388552567,0.9725082910753123,0.9652994880390321,,,,,,,,,,0.9990853958132628,,0.9982612739048681,0.9859846732398536,,0.9905267499976083,0.9945683834190135,0.9928607084605526,0.9926409006433448,0.987851627845551,0.9884702809627891,0.9882723756515476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_28,0.9837346710119196,0.9850844330711764,0.9850282444464414,0.9888081481938259,0.971235400459951,0.990936129679372,0.988604145502166,0.9919400942490244,0.9927932534909488,0.9933456900977274,,,,0.9708621496648009,0.9792349925833235,0.9715512708209609,,,,,,,,,,0.999559838078204,0.9982612739048681,,0.9930207599360863,,0.9965547961261232,0.9961916983846152,0.9927731079979529,0.9926636432376316,0.9939849415119383,0.9942033716501106,0.9942393396189927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_29,0.9879816422303851,0.9882499356406429,0.9878864373810544,0.9915285922151421,0.9701783884733006,0.9937558433301498,0.9804714327590879,0.9856275776807321,0.9892281508978306,0.9904047234673455,,,,0.9763617785100605,0.9830478299177354,0.9760489199813684,,,,,,,,,,0.9899995818587736,0.9859846732398536,0.9930207599360863,,,0.9983400264125257,0.9888472374195173,0.9830345729239357,0.9834499957227807,0.9968945716657653,0.9961939907588274,0.9967018968114835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_31,0.9901481548898223,0.9907446398773522,0.9904562220180326,0.99369368026567,0.9734597576457509,0.9963655059060048,0.9853655058581038,0.9901189695746027,0.9929652072113456,0.9941218238215245,,,,0.978460250436308,0.9855952714803529,0.9780485398078373,,,,,,,,,,0.9943043482736686,0.9905267499976083,0.9965547961261232,0.9983400264125257,,,0.9926171788774848,0.9868251580870188,0.9871279118042177,0.9974334018395921,0.9969216975954847,0.9973749441543311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_32,0.9854038631913662,0.9868032250377756,0.9868869460043749,0.9883856921592099,0.9760813564660573,0.9885154934719949,0.9921288359220086,0.9941888086340004,0.9944190768281956,0.9944998321211375,,,,0.9750480545233927,0.9823142581207228,0.9763425610329619,,,,,,,,,,0.9957012545925311,0.9945683834190135,0.9961916983846152,0.9888472374195173,,0.9926171788774848,,0.9986966862379493,0.9986593621441664,0.9942718464529627,0.9948724206977256,0.9946525356136227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_33,0.9812311482701207,0.982788063461466,0.9830302724372095,0.983619966746434,0.9752597004531859,0.9821352867890939,0.9914591112327672,0.9922626067190778,0.9919125042160195,0.9913457485839415,,,,0.9718523679678787,0.9786193026537134,0.9739564676581878,,,,,,,,,,0.9926900138868741,0.9928607084605526,0.9927731079979529,0.9830345729239357,,0.9868251580870188,0.9986966862379493,,0.999698314773371,0.9908387154941546,0.9918836092132767,0.9913570336102756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_34,0.9823175240795751,0.9837071568556819,0.9839748566850953,0.9847209330226337,0.9766830201630661,0.9816905838103488,0.9921478849306584,0.9927653340311401,0.9919809179009642,0.991451208894514,,,,0.9732065794408302,0.9794920753273806,0.9751457045317232,,,,,,,,,,0.9921820343734253,0.9926409006433448,0.9926636432376316,0.9834499957227807,,0.9871279118042177,0.9986593621441664,0.999698314773371,,0.9912263753975654,0.992291795934614,0.9916470766464547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_35,0.992244694034703,0.9926406168072961,0.9925331177115001,0.9948645391413798,0.9792006751955118,0.994047638632588,0.9879785901383782,0.9914595746193637,0.9944246273786094,0.9949150755654965,,,,0.9821480091115186,0.9878660665559779,0.9824492663717025,,,,,,,,,,0.9910813337979941,0.987851627845551,0.9939849415119383,0.9968945716657653,,0.9974334018395921,0.9942718464529627,0.9908387154941546,0.9912263753975654,,0.9999181589892293,0.9999759644403976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_36,0.9921008948255823,0.9925559483434127,0.9925118745575766,0.9949444705573061,0.9801429268879529,0.9934774078043286,0.9889345431059756,0.9920920080510258,0.9947858560883798,0.9951472778188748,,,,0.9819417538216378,0.9876192743971035,0.9823926226347182,,,,,,,,,,0.991397453546365,0.9884702809627891,0.9942033716501106,0.9961939907588274,,0.9969216975954847,0.9948724206977256,0.9918836092132767,0.992291795934614,0.9999181589892293,,0.9999311155867233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_37,0.9920951407618367,0.9925475695366452,0.9924453527991459,0.9946731185759285,0.9791691617114908,0.9940844975071819,0.9882443278706012,0.9916819222620669,0.9946543077646157,0.9951136422299107,,,,0.981999208608662,0.987813563649585,0.9823672049337251,,,,,,,,,,0.9914682680811494,0.9882723756515476,0.9942393396189927,0.9967018968114835,,0.9973749441543311,0.9946525356136227,0.9913570336102756,0.9916470766464547,0.9999759644403976,0.9999311155867233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_38,,,,,,,,,,,,0.9031610030485075,0.9058888740525055,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988278876051429,0.9977068269224841,0.980913922658094,0.9777814199588862,0.9768463285887198,0.9302870401401359,0.9299898959661321,0.9327884073549563,0.910936365198106,0.9117420563983069,0.9114758563152391,,,,,,,,,,,,,,,,,,,,,,,,
Sample_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988278876051429,,0.9995023304827505,0.9809304377897775,0.9790529872688891,0.9782631281924655,0.922196049683327,0.922412246371529,0.9242474736351819,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9977068269224841,0.9995023304827505,,0.9808558294689655,0.9798201843810336,0.9793084860616499,0.9203744370686451,0.9209327642027408,0.9227740126115463,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980913922658094,0.9809304377897775,0.9808558294689655,,0.9992747046072543,0.9989751263418908,0.9042436197023107,0.905381382948449,0.9114064066121235,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9777814199588862,0.9790529872688891,0.9798201843810336,0.9992747046072543,,0.999742447857366,,,0.9048534575360689,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9768463285887198,0.9782631281924655,0.9793084860616499,0.9989751263418908,0.999742447857366,,,,0.9035447899269781,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_44,,,,,,,,,,,,0.9067928796934492,0.9036259632314919,,,,,,,,,,,,,,,,,,,,,,,,,0.9302870401401359,0.922196049683327,0.9203744370686451,0.9042436197023107,,,,0.999176172430107,0.9956230789852819,0.9494908956080726,0.9537423764875116,0.9515815452739269,,,,,,,,,,,,,,,,,,,,,,,,
Sample_45,,,,,,,,,,,,0.9050227510705051,0.9021389870438998,,,,,,,,,,,,,,,,,,,,,,,,,0.9299898959661321,0.922412246371529,0.9209327642027408,0.905381382948449,,,0.999176172430107,,0.9960353134208279,0.9456513109071031,0.950567938019172,0.9478967160713186,,,,,,,,,,,,,,,,,,,,,,,,
Sample_46,,,,,,,,,,,0.907445342958969,0.9183822927221039,0.9139866195490547,,,,0.9048915424112816,0.900203624387121,0.9032360527179629,,,,,,,,,,,,,,,,,,,0.9327884073549563,0.9242474736351819,0.9227740126115463,0.9114064066121235,0.9048534575360689,0.9035447899269781,0.9956230789852819,0.9960353134208279,,0.9533037852125841,0.9593694907004465,0.9560867107795635,,,,,,,,,,,,,,,,,,,,,,0.9008260758931081,,0.906154238842104
Sample_47,,,,,,,,,,,0.9298951441313544,0.940211371295452,0.9321108713295755,,,,0.947967470671691,0.9450641706982604,0.9262981681688215,,,,,,,,,,,,,,,,,,,0.910936365198106,,,,,,0.9494908956080726,0.9456513109071031,0.9533037852125841,,0.9987319339253321,0.9995877990313029,,,,,,,,,,,,,,,,,,,,,,,,
Sample_48,,,,,,,,,,,0.9368481275813554,0.9461963415939912,0.93810556329562,,,,0.9548508745258101,0.9523761300508525,0.9352281164260046,,,,,,,,,,,,,,,,,,,0.9117420563983069,,,,,,0.9537423764875116,0.950567938019172,0.9593694907004465,0.9987319339253321,,0.999379286468932,,,,,,,,,,,,,,,,,,,,,,,,0.9001308397240947
Sample_49,,,,,,,,,,,0.9332112229852554,0.9435618589934738,0.9351947017323832,,,,0.9520297968365019,0.9491795280131397,0.930769122453339,,,,,,,,,,,,,,,,,,,0.9114758563152391,,,,,,0.9515815452739269,0.9478967160713186,0.9560867107795635,0.9995877990313029,0.999379286468932,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998258855254222,0.9989831130307588,,,,,,,,,,,,,,,,,,,,,
Sample_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.998258855254222,,0.9993441367451644,,,,,,,,,,,,,,,,,,,,,
Sample_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9989831130307588,0.9993441367451644,,,,,,,,,,,,,,,,,,,,,,
Sample_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995979264881831,0.99474184886006,0.937685420587651,0.9346857778372181,0.9294431158700308,0.9120007289646745,0.9144937017896175,0.9117942148168537,,,,,,,,,,,,
Sample_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9995979264881831,,0.9947926865312315,0.9373204240424543,0.9337523857614739,0.928824062514758,0.9130944776158704,0.9154513248224391,0.9126849160991659,,,,,,,,,,,,
Sample_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99474184886006,0.9947926865312315,,0.922880968276959,0.922242480439842,0.9098662531920017,,0.901947586482451,0.9015917459559327,,,,,,,,,,,,
Sample_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.937685420587651,0.9373204240424543,0.922880968276959,,0.9987155620923429,0.9975121548660623,0.9506824392536116,0.9498037372594894,0.9444364050282064,,,,,,,,,,,,
Sample_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9346857778372181,0.9337523857614739,0.922242480439842,0.9987155620923429,,0.9965741452130636,0.9475244330616874,0.947852891217848,0.9436323122146479,,,,,,,,,,,,
Sample_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9294431158700308,0.928824062514758,0.9098662531920017,0.9975121548660623,0.9965741452130636,,0.9523266483808771,0.9489939406207092,0.942831631872064,,,,,,,,,,,,
Sample_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9120007289646745,0.9130944776158704,,0.9506824392536116,0.9475244330616874,0.9523266483808771,,0.9987239893225377,0.9961255736060549,,,,,,,,,,,,
Sample_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9144937017896175,0.9154513248224391,0.901947586482451,0.9498037372594894,0.947852891217848,0.9489939406207092,0.9987239893225377,,0.9986073076847053,,,,,,,,,,,,
Sample_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9117942148168537,0.9126849160991659,0.9015917459559327,0.9444364050282064,0.9436323122146479,0.942831631872064,0.9961255736060549,0.9986073076847053,,,,,,,,,,,,,
Sample_62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9784852245208827,,0.9358797507885719,,0.9975271604848537,,,,,,
Sample_63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9784852245208827,,,0.9620559414663111,0.9085000865732242,0.9651719865521065,,,,,,
Sample_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9426103927847121,,,,,,,
Sample_65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9358797507885719,0.9620559414663111,,,0.964392224837074,0.9229898770321769,,,,,,
Sample_66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9085000865732242,0.9426103927847121,0.964392224837074,,,,,,,,
Sample_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9975271604848537,0.9651719865521065,,0.9229898770321769,,,,,,,,
Sample_68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9645702192226705,0.9665009420922651,0.9471004685734485,0.9186493759883723
Sample_70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9645702192226705,,0.9981981283854018,0.9717011582969317,0.9522739894774538
Sample_71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9008260758931081,,,,,,,,,,,,,,,,,,,,,,,0.9665009420922651,0.9981981283854018,,0.9639572989248224,0.9606376342826468
Sample_72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9471004685734485,0.9717011582969317,0.9639572989248224,,0.9244631470913893
Sample_73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.906154238842104,,0.9001308397240947,,,,,,,,,,,,,,,,,,,,,0.9186493759883723,0.9522739894774538,0.9606376342826468,0.9244631470913893,
